index,id_unit,id_unit_role,id_num,vm_unit_type,unit_type,grouped_unit_type,vignette,echelon,joint_phase,role,Mine_or_IED,Small_Caliber,Side_IED_or_EFP,RPG,Medium_Caliber,IDF,Non_Kinetic,Trafficability,Soft_Soil,Max_Speed,Cross_Country_Speed,Dash_Speed,Roll_Over_Potential,Turning_Diameter,Fording,mobility,force_protection,deep,close,support,on_road,off_road
264,22,115,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Ambulance,15,0,15,15,0,15,0,0,0,15,0,5,20,0,0,40,60,5,10,85,80,20
265,22,116,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Command and Control,15,0,15,15,0,15,0,0,0,15,0,5,20,0,0,40,60,5,10,85,80,20
266,22,118,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Logistics Transport,15,0,15,10,0,10,0,0,0,20,15,0,15,0,0,50,50,5,10,85,80,20
267,22,119,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Maintenance Contact Truck,15,0,15,10,0,10,0,0,0,20,15,0,15,0,0,50,50,5,10,85,80,20
268,22,120,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 2,EAB,III,Prime Mover,15,0,15,10,0,10,0,0,0,20,15,0,15,0,0,50,50,5,10,85,80,20
269,26,144,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Command and Control,20,10,0,10,0,0,0,20,20,10,10,0,0,0,0,60,40,0,100,0,50,50
270,26,146,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Gun Truck,10,10,0,10,10,0,0,20,10,0,10,20,0,0,0,60,40,0,100,0,50,50
271,26,147,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Recon,10,10,0,10,10,0,0,10,10,10,0,10,10,10,0,60,40,0,100,0,50,50
272,27,149,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 2,EAB,III,Admin-C4I,10,5,0,10,10,30,0,5,10,0,5,0,5,10,0,35,65,0,0,100,0,100
273,27,174,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 2,EAB,III,Ambulance,10,10,10,0,10,0,0,10,10,10,10,10,5,5,0,60,40,0,0,100,50,50
274,27,150,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 2,EAB,III,Command and Control,5,10,10,10,10,20,0,10,10,0,0,0,5,10,0,35,65,0,0,100,20,80
275,27,152,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 2,EAB,III,Logistics Transport,30,10,15,15,10,0,0,0,10,0,5,0,0,5,0,20,80,0,0,100,20,80
276,24,131,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Admin-C4I,25,5,0,0,5,0,0,0,20,0,15,10,10,10,0,65,35,0,100,0,40,60
277,24,132,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Ambulance,25,5,0,0,5,0,0,0,20,0,15,10,10,10,0,65,35,0,100,0,40,60
278,24,133,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Command and Control,25,5,0,0,5,0,0,0,20,0,15,10,10,10,0,65,35,0,100,0,40,60
279,24,137,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Retrans Vehicle,25,5,0,0,5,0,0,0,20,0,15,10,10,10,0,65,35,0,100,0,40,60
280,28,156,I3,IBCT HQ,IBCT HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Command and Control,15,9,7,6,9,0,0,11,9,5,9,9,4,7,0,54,46,0,90,10,30,70
281,26,144,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Command and Control,15,0,0,10,10,0,0,10,0,35,15,0,5,0,0,65,35,0,100,0,30,70
282,26,146,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Gun Truck,10,0,0,0,10,0,0,10,0,0,40,20,0,10,0,80,20,0,100,0,30,70
283,26,147,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Recon,0,5,0,0,10,0,0,5,0,20,40,5,0,10,5,85,15,0,100,0,25,75
284,1,159,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Admin-C4I,15,20,0,0,0,0,0,25,15,0,0,0,25,0,0,65,35,0,0,100,90,10
285,1,2,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Command and Control,20,15,20,20,15,0,0,0,0,5,0,5,0,0,0,10,90,0,10,90,90,10
286,1,160,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Gun Truck,20,15,20,20,15,0,0,0,0,5,0,5,0,0,0,10,90,0,10,90,90,10
287,1,3,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Logistics Transport,15,10,15,15,10,0,0,5,0,0,0,10,5,15,0,35,65,0,10,90,90,10
288,1,20,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Maintenance Contact Truck,20,0,20,15,0,0,0,5,0,0,0,0,20,20,0,45,55,0,10,90,90,10
289,1,8,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 2,EAB,III,Prime Mover,15,10,15,10,10,10,0,10,5,15,0,0,0,0,0,30,70,0,10,90,90,10
290,26,144,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Command and Control,10,10,10,10,10,10,0,10,0,0,10,10,0,0,10,40,60,0,90,10,50,50
291,26,146,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Gun Truck,10,10,10,10,10,0,0,10,0,0,10,10,10,10,0,50,50,0,90,10,40,60
292,26,147,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 2,IBCT,III,Recon,10,10,0,10,10,0,0,10,0,0,20,20,0,10,0,60,40,0,90,10,30,70
293,51,290,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Admin-C4I,8,11,10,11,5,0,0,11,8,10,12,11,3,0,0,55,45,0,85,15,20,80
294,51,291,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Ambulance,8,11,10,11,5,0,0,11,8,10,12,11,3,0,0,55,45,0,85,15,20,80
295,51,292,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Command and Control,8,11,10,11,5,0,0,11,8,10,12,11,3,0,0,55,45,0,85,15,20,80
296,51,294,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Logistics Transport,8,11,10,11,5,0,0,11,8,10,12,11,3,0,0,55,45,0,85,15,20,80
297,29,162,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Ambulance,20,0,10,0,0,0,0,30,30,0,0,0,0,10,0,70,30,0,100,0,75,25
298,29,163,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Command and Control,30,0,30,0,0,0,0,20,20,0,0,0,0,0,0,40,60,0,100,0,75,25
299,29,164,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Gun Truck,30,0,30,0,0,0,0,20,20,0,0,0,0,0,0,40,60,0,100,0,75,25
300,29,165,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 2,IBCT,III,Logistics Transport,30,0,15,0,0,0,0,30,25,0,0,0,0,0,0,55,45,0,90,10,75,25
301,30,168,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 2,IBCT,III,Command and Control,15,5,15,5,5,5,0,5,0,10,10,10,10,0,5,50,50,0,100,0,40,60
302,30,170,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 2,IBCT,III,Logistics Transport,15,10,15,5,5,5,0,5,0,5,10,10,10,0,5,45,55,0,95,5,40,60
303,30,171,I9,BCT Signal CO,BCT Signal CO,BCT Combat Support,Vignette 2,IBCT,III,Retrans Vehicle,10,5,15,5,5,5,0,5,5,5,10,15,10,0,5,55,45,0,75,25,30,70
304,14,65,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 4,IBCT,III,Command and Control,0,5,0,0,0,5,0,30,0,10,10,20,20,0,0,90,10,0,100,0,80,20
305,14,66,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 4,IBCT,III,Gun Truck,0,5,0,0,0,5,0,30,0,10,10,20,20,0,0,90,10,0,100,0,80,20
306,14,67,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 4,IBCT,III,Logistics Transport,0,20,0,5,10,0,0,20,5,10,0,10,20,0,0,65,35,0,90,10,90,10
307,14,68,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 4,IBCT,III,Prime Mover,0,20,0,5,10,0,0,20,5,10,0,10,20,0,0,65,35,0,90,10,90,10
308,14,69,I10,BCT Engineer CO,BCT Engineer CO,BCT Combat Support,Vignette 4,IBCT,III,Recon,0,5,0,0,0,5,0,30,0,10,10,20,20,0,0,90,10,0,100,0,50,50
309,15,71,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 4,IBCT,III,Admin-C4I,10,10,10,10,10,10,10,5,10,5,0,5,5,0,0,30,70,0,100,0,75,25
310,15,72,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 4,IBCT,III,Command and Control,10,10,10,10,10,10,10,5,10,5,5,5,0,0,0,30,70,0,95,5,50,50
311,15,74,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 4,IBCT,III,Logistics Transport,10,10,10,10,10,10,10,5,10,5,5,5,0,0,0,30,70,0,95,5,50,50
312,15,75,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 4,IBCT,III,Maintenance Contact Truck,10,10,10,10,10,10,10,5,10,5,5,5,0,0,0,30,70,0,95,5,50,50
313,15,76,I11,BCT Forward Support CO,BCT Forward Support CO,BCT Sustainment,Vignette 4,IBCT,III,Prime Mover,10,10,10,10,10,10,10,5,10,5,5,5,0,0,0,30,70,0,90,10,50,50
314,16,80,I12,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 4,IBCT,III,Command and Control,2,2,0,2,2,15,2,5,0,10,15,25,0,10,10,75,25,0,0,100,90,10
315,17,85,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Command and Control,10,0,10,10,10,10,0,10,0,0,10,10,10,0,10,50,50,0,90,10,70,30
316,17,87,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Gun Truck,10,5,0,0,10,10,0,10,10,0,10,10,10,5,10,65,35,10,80,10,70,30
317,17,88,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Logistics Transport,10,10,5,10,10,5,0,10,5,10,5,0,10,5,5,50,50,0,70,30,70,30
318,17,89,I13,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Recon,10,5,0,0,10,10,0,10,10,0,10,10,10,5,10,65,35,10,80,10,70,30
319,16,80,I15,BCT Transportation CO,BCT Transportation CO,BCT Sustainment,Vignette 4,IBCT,III,Command and Control,10,10,10,10,10,10,0,0,10,20,0,0,0,10,0,40,60,0,100,0,95,5
320,19,99,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 4,IBCT,III,Admin-C4I,10,0,10,10,10,20,0,0,15,0,0,0,10,0,15,40,60,0,100,0,90,10
321,19,100,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 4,IBCT,III,Command and Control,10,0,10,0,10,20,0,0,0,15,0,10,10,0,15,50,50,0,100,0,90,10
322,19,101,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 4,IBCT,III,Gun Truck,10,0,10,10,10,15,0,0,10,15,0,5,5,0,10,45,55,0,100,0,90,10
323,19,102,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 4,IBCT,III,Intel Collection,10,5,10,10,5,15,0,5,10,15,0,0,5,0,10,45,55,0,100,0,90,10
324,19,103,I16,BCT MI CO,BCT MI CO,BCT Combat Support,Vignette 4,IBCT,III,Logistics Transport,10,10,10,10,10,15,0,5,5,5,0,5,5,5,5,35,65,0,100,0,90,10
325,20,105,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 4,EAB,III,Command and Control,10,10,10,20,10,20,0,0,0,0,0,0,0,10,10,20,80,0,10,90,95,5
326,20,106,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 4,EAB,III,Gun Truck,10,10,10,20,10,20,0,0,0,0,0,0,0,10,10,20,80,0,10,90,95,5
327,20,107,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 4,EAB,III,Military Police Operations,10,10,10,20,10,20,0,0,0,0,0,0,0,10,10,20,80,0,10,90,95,5
328,20,108,I17,Military Police CO,Military Police CO,EAB Combat Support,Vignette 4,EAB,III,Recon,10,10,10,20,10,20,0,0,0,0,0,0,0,10,10,20,80,0,10,90,95,5
329,22,114,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Admin-C4I,10,5,5,5,10,10,5,10,7,3,3,5,5,7,10,50,50,0,10,90,90,10
330,22,115,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Ambulance,10,5,5,5,5,10,5,10,5,5,5,5,5,10,10,55,45,0,10,90,90,10
331,22,116,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Command and Control,10,5,5,5,5,10,5,10,5,5,5,5,5,10,10,55,45,0,10,90,90,10
332,22,118,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Logistics Transport,10,5,5,10,10,10,3,7,5,5,5,5,5,5,10,47,53,0,10,90,90,10
333,22,119,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Maintenance Contact Truck,10,5,5,5,5,10,5,10,10,3,5,5,5,7,10,55,45,0,10,90,80,20
334,22,120,I1,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Prime Mover,10,5,5,10,10,10,3,7,5,5,5,5,5,5,10,47,53,0,10,90,90,10
335,23,123,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Ambulance,20,0,20,15,0,0,0,20,10,5,0,10,0,0,0,45,55,0,70,30,80,20
336,23,124,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Command and Control,10,0,10,0,0,5,20,20,15,0,0,20,0,0,0,55,45,0,100,0,80,20
337,23,127,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Logistics Transport,20,0,20,20,0,15,0,10,5,5,0,0,0,5,0,25,75,0,60,40,70,30
338,23,129,I20,Cavalry Squadron HQ,Cavalry Squadron HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Retrans Vehicle,10,0,10,20,0,10,0,20,10,0,20,0,0,0,0,50,50,0,100,0,20,80
339,25,139,I23,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Command and Control,15,10,0,0,0,5,0,15,20,0,0,10,0,0,25,70,30,0,100,0,65,35
340,25,141,I23,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Logistics Transport,20,20,10,15,0,5,0,5,10,0,0,0,0,0,15,30,70,0,100,0,80,20
341,25,142,I23,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Prime Mover,15,0,0,10,0,10,0,20,15,0,0,0,0,0,30,65,35,0,100,0,80,20
342,25,139,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Command and Control,0,20,0,0,0,30,0,25,10,0,15,0,0,0,0,50,50,0,100,0,50,50
343,25,141,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Logistics Transport,0,10,0,5,0,30,0,25,10,0,20,0,0,0,0,55,45,0,100,0,50,50
344,25,142,I24,BCT FA BTRY,BCT FA BTRY,BCT Fires,Vignette 4,IBCT,III,Prime Mover,0,10,0,0,0,30,0,25,10,0,20,0,0,5,0,60,40,0,100,0,50,50
345,2,5,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Command and Control,10,10,15,15,5,10,0,0,0,20,0,15,0,0,0,35,65,0,100,0,90,10
346,2,6,I25,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Logistics Transport,10,10,15,15,5,10,0,0,0,20,0,15,0,0,0,35,65,0,100,0,90,10
347,17,85,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Command and Control,15,0,0,0,5,10,0,0,40,0,0,0,30,0,0,70,30,0,100,0,70,30
348,17,87,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Gun Truck,15,0,0,0,5,10,0,0,40,0,0,0,30,0,0,70,30,0,100,0,70,30
349,17,88,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Logistics Transport,15,0,0,0,5,10,0,0,40,0,0,0,30,0,0,70,30,0,100,0,80,20
350,17,89,I28,Cavalry TRP,Cavalry TRP,Maneuver,Vignette 4,IBCT,III,Recon,15,0,0,0,5,10,0,0,40,0,0,0,30,0,0,70,30,0,100,0,70,30
351,26,144,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Command and Control,10,0,0,0,25,10,0,0,10,0,25,0,10,0,10,55,45,0,100,0,50,50
352,26,146,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Gun Truck,10,0,0,0,25,10,0,0,10,0,25,0,10,0,10,55,45,0,100,0,50,50
353,26,147,I29,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Recon,10,0,0,0,25,10,0,0,10,0,25,0,10,0,10,55,45,0,100,0,50,50
354,22,114,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Admin-C4I,15,5,15,0,5,5,0,10,20,5,0,0,10,0,10,55,45,5,10,85,80,20
355,22,115,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Ambulance,15,5,15,0,5,5,0,10,20,5,0,0,10,0,10,55,45,5,10,85,80,20
356,22,116,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Command and Control,15,5,15,0,5,5,0,10,20,5,0,0,10,0,10,55,45,5,10,85,80,20
357,22,118,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Logistics Transport,20,5,20,5,5,5,0,10,10,0,0,0,10,0,10,40,60,5,10,85,80,20
358,22,119,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Maintenance Contact Truck,20,5,20,5,5,5,0,10,10,0,0,0,10,0,10,40,60,5,10,85,80,20
359,22,120,I2,Aviation Support BN,Aviation Support BN,EAB Sustainment,Vignette 4,EAB,III,Prime Mover,20,5,20,5,5,5,0,10,10,0,0,0,10,0,10,40,60,5,10,85,80,20
360,26,144,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Command and Control,0,10,0,10,0,0,0,20,0,20,10,10,10,10,0,80,20,0,100,0,90,10
361,26,146,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Gun Truck,0,10,0,10,0,0,0,20,0,20,10,10,10,10,0,80,20,0,100,0,90,10
362,26,147,I30,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Recon,0,10,0,10,0,0,0,20,0,20,10,10,10,10,0,80,20,0,100,0,90,10
363,27,149,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 4,EAB,III,Admin-C4I,10,10,5,15,10,20,0,5,0,0,5,0,10,10,0,30,70,0,0,100,50,50
364,27,174,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 4,EAB,III,Ambulance,20,10,15,10,10,0,0,5,0,10,5,5,0,10,0,35,65,0,0,100,50,50
365,27,150,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 4,EAB,III,Command and Control,20,10,15,10,10,0,0,5,0,10,5,5,0,10,0,35,65,0,0,100,50,50
366,27,152,I31,Sustainment BDE HQ,Sustainment BDE HQ,EAB BN or BDE HQs,Vignette 4,EAB,III,Logistics Transport,10,10,5,15,10,20,0,5,0,0,5,0,10,10,0,30,70,0,0,100,50,50
367,2,54,I33,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Admin-C4I,0,20,0,20,10,0,0,0,20,0,0,0,10,20,0,50,50,0,0,100,100,0
368,2,5,I33,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Command and Control,0,20,0,20,10,0,0,0,20,0,0,0,10,20,0,50,50,0,0,100,100,0
369,2,6,I33,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Logistics Transport,0,20,0,20,10,0,0,0,20,0,0,0,10,20,0,50,50,0,0,100,100,0
370,2,143,I33,EAB Quartermaster CO,EAB Quartermaster CO,EAB Sustainment,Vignette 4,EAB,III,Prime Mover,0,20,0,20,10,0,0,0,20,0,0,0,10,20,0,50,50,0,0,100,100,0
371,24,131,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Admin-C4I,0,0,0,0,10,15,0,15,0,10,10,15,10,10,5,75,25,0,100,0,80,20
372,24,132,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Ambulance,0,0,0,0,10,10,0,15,0,15,10,15,10,10,5,80,20,0,100,0,80,20
373,24,133,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Command and Control,0,0,0,0,10,15,0,15,0,10,10,15,10,10,5,75,25,0,100,0,80,20
374,24,137,I35,BCT FA BN HQ,BCT FA BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Retrans Vehicle,0,0,0,0,5,5,0,15,0,10,15,15,15,10,10,90,10,0,100,0,70,30
375,28,156,I3,IBCT HQ,IBCT HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Command and Control,10,25,0,5,5,0,8,10,0,6,4,15,0,0,12,47,53,0,100,0,75,25
376,26,144,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Command and Control,5,0,0,0,20,0,0,20,15,0,30,0,5,0,5,75,25,0,100,0,80,20
377,26,146,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Gun Truck,10,0,0,10,10,0,0,25,10,0,25,0,0,0,10,70,30,0,100,0,70,30
378,26,147,I4,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Recon,10,0,0,10,10,0,0,25,10,0,25,0,0,0,10,70,30,0,100,0,70,30
379,1,159,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Admin-C4I,0,20,0,0,0,20,0,10,15,15,10,0,0,10,0,60,40,0,0,100,100,0
380,1,2,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Command and Control,0,15,10,10,10,15,0,10,0,20,0,10,0,0,0,40,60,0,10,90,90,10
381,1,160,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Gun Truck,0,15,10,10,10,15,0,10,0,20,0,10,0,0,0,40,60,0,10,90,90,10
382,1,3,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Logistics Transport,0,15,15,10,10,20,0,15,0,0,0,0,0,15,0,30,70,0,10,90,90,10
383,1,20,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Maintenance Contact Truck,10,15,10,10,10,10,0,10,0,0,0,0,0,20,5,35,65,0,10,90,90,10
384,1,8,I5,EAB Transportation CO,EAB Transportation CO,EAB Sustainment,Vignette 4,EAB,III,Prime Mover,0,15,15,10,10,20,0,15,0,0,0,0,0,15,0,30,70,0,10,90,90,10
385,26,144,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Command and Control,10,10,10,10,10,0,0,10,0,10,10,10,0,10,0,50,50,0,100,0,90,10
386,26,146,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Gun Truck,10,10,10,10,10,0,0,10,0,10,10,10,0,10,0,50,50,0,100,0,90,10
387,26,147,I6,Infantry (LI) CO,Infantry (LI) CO,Maneuver,Vignette 4,IBCT,III,Recon,10,10,10,10,10,0,0,10,0,10,10,10,0,10,0,50,50,0,100,0,80,20
388,51,290,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Admin-C4I,0,9,0,8,0,5,0,13,6,15,14,15,7,8,0,78,22,0,100,0,90,10
389,51,291,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Ambulance,0,9,0,8,0,5,0,13,6,15,14,15,7,8,0,78,22,0,100,0,90,10
390,51,292,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Command and Control,0,9,0,8,0,5,0,13,6,15,14,15,7,8,0,78,22,0,100,0,90,10
391,51,294,I7,Infantry (LI) BN HQ,Infantry (LI) BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Logistics Transport,0,9,0,8,0,5,0,13,6,15,14,15,7,8,0,78,22,0,100,0,90,10
392,29,162,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Ambulance,20,0,0,20,20,20,0,20,0,0,0,0,0,0,0,20,80,0,100,0,80,20
393,29,163,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Command and Control,20,0,0,20,10,30,0,20,0,0,0,0,0,0,0,20,80,0,100,0,70,30
394,29,164,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Gun Truck,20,0,0,20,10,30,0,20,0,0,0,0,0,0,0,20,80,0,100,0,70,30
395,29,165,I8,BCT Engineer BN HQ,BCT Engineer BN HQ,BCT BN or BDE HQs,Vignette 4,IBCT,III,Logistics Transport,20,0,0,20,20,20,0,20,0,0,0,0,0,0,0,20,80,0,100,0,70,30
